6734	5996	7622	5341
5996	7622	5341	5391
7622	5341	5391	7213
5341	5391	7213	6021
5391	7213	6021	6319
7213	6021	6319	6277
6021	6319	6277	6759
6319	6277	6759	7156
6277	6759	7156	7398
6759	7156	7398	10035
7156	7398	10035	8723
7398	10035	8723	6281
10035	8723	6281	5485
8723	6281	5485	5595
6281	5485	5595	6245
5485	5595	6245	6959
5595	6245	6959	7237
6245	6959	7237	6136
6959	7237	6136	2185
7237	6136	2185	2270
6136	2185	2270	5762
2185	2270	5762	6129
2270	5762	6129	5935
5762	6129	5935	7510
6129	5935	7510	8540
5935	7510	8540	8218
7510	8540	8218	7465
8540	8218	7465	7383
8218	7465	7383	7739
7465	7383	7739	6885
7383	7739	6885	8222
7739	6885	8222	7112
6885	8222	7112	7391
8222	7112	7391	4736
7112	7391	4736	8331
7391	4736	8331	7759
4736	8331	7759	7266
8331	7759	7266	9073
7759	7266	9073	9112
7266	9073	9112	9803
9073	9112	9803	6950
9112	9803	6950	6610
9803	6950	6610	7006
6950	6610	7006	6956
6610	7006	6956	9573
7006	6956	9573	7878
6956	9573	7878	9546
9573	7878	9546	6932
7878	9546	6932	6421
9546	6932	6421	6056
6932	6421	6056	6514
6421	6056	6514	9855
6056	6514	9855	7503
6514	9855	7503	9856
9855	7503	9856	6712
7503	9856	6712	5844
9856	6712	5844	6398
6712	5844	6398	6715
5844	6398	6715	10045
6398	6715	10045	7512
6715	10045	7512	9752
10045	7512	9752	6749
7512	9752	6749	5796
9752	6749	5796	5737
6749	5796	5737	6381
5796	5737	6381	10373
5737	6381	10373	8190
6381	10373	8190	10467
10373	8190	10467	7528
8190	10467	7528	6132
10467	7528	6132	6337
7528	6132	6337	7210
6132	6337	7210	10548
6337	7210	10548	8530
7210	10548	8530	10586
10548	8530	10586	7487
8530	10586	7487	6434
10586	7487	6434	6322
7487	6434	6322	6498
6434	6322	6498	10576
6322	6498	10576	8281
6498	10576	8281	11614
10576	8281	11614	7779
8281	11614	7779	6850
11614	7779	6850	6857
7779	6850	6857	6779
6850	6857	6779	8619
6857	6779	8619	9874
6779	8619	9874	20939
8619	9874	20939	15951
9874	20939	15951	10048
20939	15951	10048	10503
15951	10048	10503	8330
10048	10503	8330	8857
10503	8330	8857	8162
8330	8857	8162	10251
8857	8162	10251	7365
8162	10251	7365	7181
10251	7365	7181	7341
7365	7181	7341	7250
7181	7341	7250	9913
7341	7250	9913	8561
7250	9913	8561	10544
9913	8561	10544	7777
8561	10544	7777	6746
10544	7777	6746	7348
7777	6746	7348	7255
6746	7348	7255	10098
7348	7255	10098	9347
7255	10098	9347	11018
10098	9347	11018	8143
9347	11018	8143	7169
11018	8143	7169	7475
8143	7169	7475	7658
7169	7475	7658	10670
7475	7658	10670	18006
7658	10670	18006	17040
10670	18006	17040	10964
18006	17040	10964	13379
17040	10964	13379	9581
10964	13379	9581	7564
13379	9581	7564	9598
9581	7564	9598	7925
7564	9598	7925	9838
9598	7925	9838	7674
7925	9838	7674	7386
9838	7674	7386	6995
7674	7386	6995	6788
7386	6995	6788	9918
6995	6788	9918	9278
6788	9918	9278	9973
9918	9278	9973	7847
9278	9973	7847	6783
9973	7847	6783	7298
7847	6783	7298	7567
6783	7298	7567	9675
7298	7567	9675	8809
7567	9675	8809	10271
9675	8809	10271	7398
8809	10271	7398	7358
10271	7398	7358	7316
7398	7358	7316	7342
7358	7316	7342	9984
7316	7342	9984	8731
7342	9984	8731	9969
9984	8731	9969	7509
8731	9969	7509	6705
9969	7509	6705	6376
7509	6705	6376	7109
6705	6376	7109	10650
6376	7109	10650	8296
7109	10650	8296	9428
10650	8296	9428	7009
8296	9428	7009	6818
9428	7009	6818	7053
7009	6818	7053	7059
6818	7053	7059	9418
7053	7059	9418	7985
7059	9418	7985	9693
9418	7985	9693	7247
7985	9693	7247	6564
9693	7247	6564	6961
7247	6564	6961	7162
6564	6961	7162	9488
6961	7162	9488	8397
7162	9488	8397	10215
9488	8397	10215	8718
8397	10215	8718	8300
10215	8718	8300	9584
8718	8300	9584	14261
8300	9584	14261	16984
9584	14261	16984	8578
14261	16984	8578	10765
16984	8578	10765	9768
8578	10765	9768	9390
10765	9768	9390	10466
9768	9390	10466	10188
9390	10466	10188	10457
10466	10188	10457	10230
10188	10457	10230	10089
10457	10230	10089	9578
10230	10089	9578	9131
10089	9578	9131	8915
9578	9131	8915	8819
9131	8915	8819	9445
8915	8819	9445	9331
8819	9445	9331	10024
9445	9331	10024	9583
9331	10024	9583	8303
10024	9583	8303	7879
9583	8303	7879	7146
8303	7879	7146	8600
7879	7146	8600	8437
7146	8600	8437	9122
8600	8437	9122	7973
8437	9122	7973	7832
9122	7973	7832	7618
7973	7832	7618	7497
7832	7618	7497	8867
7618	7497	8867	8484
7497	8867	8484	8382
8867	8484	8382	7644
8484	8382	7644	7134
8382	7644	7134	7157
7644	7134	7157	7233
7134	7157	7233	8893
7157	7233	8893	8641
7233	8893	8641	8740
8893	8641	8740	7452
8641	8740	7452	7298
8740	7452	7298	7692
7452	7298	7692	7596
7298	7692	7596	4750
7692	7596	4750	7253
7596	4750	7253	6576
4750	7253	6576	8589
7253	6576	8589	7765
6576	8589	7765	3185
8589	7765	3185	6804
7765	3185	6804	9982
3185	6804	9982	8900
6804	9982	8900	9006
9982	8900	9006	8625
8900	9006	8625	7732
9006	8625	7732	7940
8625	7732	7940	7823
7732	7940	7823	9214
7940	7823	9214	9248
7823	9214	9248	9412
9214	9248	9412	8219
9248	9412	8219	7768
9412	8219	7768	8134
8219	7768	8134	7939
7768	8134	7939	9395
8134	7939	9395	8095
7939	9395	8095	8581
9395	8095	8581	8066
8095	8581	8066	7527
8581	8066	7527	7308
8066	7527	7308	7532
7527	7308	7532	9074
7308	7532	9074	8729
7532	9074	8729	8706
9074	8729	8706	6843
8729	8706	6843	6510
8706	6843	6510	7002
6843	6510	7002	7229
6510	7002	7229	9254
7002	7229	9254	9153
7229	9254	9153	9136
9254	9153	9136	7057
9153	9136	7057	6248
9136	7057	6248	6475
7057	6248	6475	6747
6248	6475	6747	8872
6475	6747	8872	8256
6747	8872	8256	9996
8872	8256	9996	7381
8256	9996	7381	6568
9996	7381	6568	6512
7381	6568	6512	6524
6568	6512	6524	8190
6512	6524	8190	6943
6524	8190	6943	7817
8190	6943	7817	6902
6943	7817	6902	6337
7817	6902	6337	6601
6902	6337	6601	7547
6337	6601	7547	11589
6601	7547	11589	19552
7547	11589	19552	19722
11589	19552	19722	12542
19552	19722	12542	11132
19722	12542	11132	11882
12542	11132	11882	10923
11132	11882	10923	10161
11882	10923	10161	10386
10923	10161	10386	12033
10161	10386	12033	8628
10386	12033	8628	7418
12033	8628	7418	7006
8628	7418	7006	7024
7418	7006	7024	9471
7006	7024	9471	8516
7024	9471	8516	10043
9471	8516	10043	8134
8516	10043	8134	8420
10043	8134	8420	8715
8134	8420	8715	11281
8420	8715	11281	12699
8715	11281	12699	9859
11281	12699	9859	11363
12699	9859	11363	8119
9859	11363	8119	6697
11363	8119	6697	6887
8119	6697	6887	7876
6697	6887	7876	11678
6887	7876	11678	8429
7876	11678	8429	10848
11678	8429	10848	7254
8429	10848	7254	6523
10848	7254	6523	7142
7254	6523	7142	7471
6523	7142	7471	10892
7142	7471	10892	8436
7471	10892	8436	10583
10892	8436	10583	7234
8436	10583	7234	6784
10583	7234	6784	6856
7234	6784	6856	7236
6784	6856	7236	10653
6856	7236	10653	8492
7236	10653	8492	10356
10653	8492	10356	7409
8492	10356	7409	7312
10356	7409	7312	7776
7409	7312	7776	7654
7312	7776	7654	11951
7776	7654	11951	9070
7654	11951	9070	10742
11951	9070	10742	7786
9070	10742	7786	7199
10742	7786	7199	7023
7786	7199	7023	7285
7199	7023	7285	11564
7023	7285	11564	9362
7285	11564	9362	11988
11564	9362	11988	8227
9362	11988	8227	7463
11988	8227	7463	7723
8227	7463	7723	7364
7463	7723	7364	10844
7723	7364	10844	8510
7364	10844	8510	10710
10844	8510	10710	7837
8510	10710	7837	7175
10710	7837	7175	6906
7837	7175	6906	7050
7175	6906	7050	11602
6906	7050	11602	9016
7050	11602	9016	11614
11602	9016	11614	7628
9016	11614	7628	6809
11614	7628	6809	6913
7628	6809	6913	6721
6809	6913	6721	10730
6913	6721	10730	7974
6721	10730	7974	9865
10730	7974	9865	7601
7974	9865	7601	6577
9865	7601	6577	6824
7601	6577	6824	7901
6577	6824	7901	8875
6824	7901	8875	7724
7901	8875	7724	10313
8875	7724	10313	7054
7724	10313	7054	6481
10313	7054	6481	6619
7054	6481	6619	6737
6481	6619	6737	11649
6619	6737	11649	12790
6737	11649	12790	10627
11649	12790	10627	15755
12790	10627	15755	12422
10627	15755	12422	9969
15755	12422	9969	13422
12422	9969	13422	7776
